"";"lemma";"ministre";"spec";"n"
"558";"visioconférence";"Barbara Pompili";3,9491;13
"559";"conseiller";"Barbara Pompili";3,9446;68
"560";"action";"Élisabeth Borne";3,9257;244
"561";"fracture";"François de Rugy";3,9257;16
"562";"communiquer";"François de Rugy";3,9151;18
"563";"navire";"François de Rugy";3,9104;48
"564";"classé";"Élisabeth Borne";3,9037;19
"565";"hiver";"Élisabeth Borne";3,8976;30
"566";"management";"Nicolas Hulot";3,8936;12
"567";"reposer";"Élisabeth Borne";3,8886;44
"568";"centrale";"Élisabeth Borne";3,8867;94
"569";"parcours";"Barbara Pompili";3,8856;56
"570";"dématérialiser";"Barbara Pompili";3,88;9
"571";"forcer";"Barbara Pompili";3,88;9
"572";"coefficient";"Nicolas Hulot";3,8775;9
"573";"peinture";"Nicolas Hulot";3,8775;9
"574";"for";"Barbara Pompili";3,8662;74
"575";"transparence";"Élisabeth Borne";3,8608;45
"576";"réacteur";"Élisabeth Borne";3,8444;23
"577";"caf";"Barbara Pompili";3,8433;11
"578";"care";"Barbara Pompili";3,8433;11
"579";"carnet";"Barbara Pompili";3,8433;11
"580";"confidentiel";"Barbara Pompili";3,8433;11
"581";"déstockage";"Barbara Pompili";3,8433;11
"582";"quart";"Barbara Pompili";3,8432;23
"583";"secrétaire";"Nicolas Hulot";3,8403;319
"584";"briefing";"Barbara Pompili";3,8398;17
"585";"bonus";"Barbara Pompili";3,8397;39
"586";"département";"Élisabeth Borne";3,8375;115
"587";"diesel";"Barbara Pompili";3,8138;24
"588";"lunette";"Nicolas Hulot";3,8051;7
"589";"budget";"Barbara Pompili";3,7881;103
"590";"noir";"Nicolas Hulot";3,7815;16
"591";"sénat";"François de Rugy";3,7796;37
"592";"eau";"Élisabeth Borne";3,7669;89
"593";"travailleur";"François de Rugy";3,7612;35
"594";"cargo";"Barbara Pompili";3,7545;14
"595";"discrimination";"Barbara Pompili";3,7545;14
"596";"lac";"François de Rugy";3,7543;14
"597";"critique";"Barbara Pompili";3,7525;29
"598";"dunkerque";"Barbara Pompili";3,7525;29
"599";"interdiction";"Barbara Pompili";3,752;30
"600";"secteur";"Barbara Pompili";3,752;533
"601";"titre";"Barbara Pompili";3,7477;152
"602";"quotidien";"Élisabeth Borne";3,7421;132
"603";"rigueur";"Nicolas Hulot";3,7419;11
"604";"préoccupant";"Nicolas Hulot";3,7413;17
"605";"jeter";"Élisabeth Borne";3,7386;24
"606";"billet";"Élisabeth Borne";3,7375;14
"607";"fermer";"François de Rugy";3,7233;45
"608";"bassin";"Nicolas Hulot";3,7145;52
"609";"prudence";"Nicolas Hulot";3,7138;23
"610";"grand";"Nicolas Hulot";3,7053;499
"611";"semaine";"Nicolas Hulot";3,7045;122
"612";"prince";"François de Rugy";3,7011;11
"613";"ordonnance";"Nicolas Hulot";3,7007;19
"614";"mercredi";"François de Rugy";3,6979;84
"615";"foyer";"Barbara Pompili";3,6977;49
"616";"dépassement";"Nicolas Hulot";3,6957;21
"617";"logistique";"Barbara Pompili";3,6886;137
"618";"droit";"Nicolas Hulot";3,6868;74
"619";"toit";"Barbara Pompili";3,6851;19
"620";"consommation";"Élisabeth Borne";3,6842;130
"621";"émission";"Barbara Pompili";3,6811;305
"622";"entreprise";"Élisabeth Borne";3,678;334
"623";"dette";"Nicolas Hulot";3,6676;14
"624";"généralité";"Nicolas Hulot";3,66;31
"625";"engager";"François de Rugy";3,6591;253
"626";"pôle";"François de Rugy";3,6587;35
"627";"littoral";"Nicolas Hulot";3,658;59
"628";"innovation";"Nicolas Hulot";3,6546;76
"629";"efficace";"François de Rugy";3,6441;65
"630";"industrie";"François de Rugy";3,6391;45
"631";"copropriétaire";"Barbara Pompili";3,6333;20
"632";"rassembler";"François de Rugy";3,6316;50
"633";"accéder";"Barbara Pompili";3,6243;38
"634";"animal";"Barbara Pompili";3,6143;70
"635";"public";"Barbara Pompili";3,6115;841
"636";"cours";"Nicolas Hulot";3,6105;161
"637";"second";"Barbara Pompili";3,6064;37
"638";"parer";"Nicolas Hulot";3,6058;15
"639";"pointe";"Élisabeth Borne";3,6051;31
"640";"carburant";"Élisabeth Borne";3,6042;45
"641";"directive";"Nicolas Hulot";3,6037;25
"642";"ambassadeur";"Nicolas Hulot";3,5925;12
"643";"organisé";"Nicolas Hulot";3,5899;29
"644";"radioactif";"Élisabeth Borne";3,5868;20
"645";"paralympique";"Barbara Pompili";3,5773;12
"646";"participer";"François de Rugy";3,5674;113
"647";"détachement";"François de Rugy";3,5558;13
"648";"rejet";"François de Rugy";3,5558;13
"649";"discussion";"François de Rugy";3,5551;50
"650";"commissaire";"Nicolas Hulot";3,5513;41
"651";"groupe";"François de Rugy";3,5439;150
"652";"neige";"François de Rugy";3,5404;25
"653";"activité";"Élisabeth Borne";3,5313;110
"654";"héberger";"Barbara Pompili";3,5248;24
"655";"rappel";"Barbara Pompili";3,5248;24
"656";"conclusion";"Nicolas Hulot";3,5207;65
"657";"sud";"Nicolas Hulot";3,5171;77
"658";"navigable";"Barbara Pompili";3,5162;16
"659";"aménagement";"Barbara Pompili";3,5095;48
"660";"fréquentation";"Barbara Pompili";3,5053;27
"661";"paysage";"Nicolas Hulot";3,5042;42
"662";"débit";"Nicolas Hulot";3,4944;13
"663";"déploiement";"Barbara Pompili";3,4777;207
"664";"composer";"François de Rugy";3,4728;41
"665";"endocrinien";"Élisabeth Borne";3,4668;24
"666";"froid";"Élisabeth Borne";3,4668;24
"667";"dense";"Élisabeth Borne";3,4666;69
"668";"bois";"Barbara Pompili";3,4641;119
"669";"plastique";"Élisabeth Borne";3,463;128
"670";"triangle";"Nicolas Hulot";3,4601;9
"671";"euro";"Élisabeth Borne";3,46;37
"672";"cahors";"Barbara Pompili";3,4489;8
"673";"dépistage";"Barbara Pompili";3,4489;8
"674";"rêver";"Barbara Pompili";3,4489;8
"675";"vaccination";"Barbara Pompili";3,4489;8
"676";"contact";"Nicolas Hulot";3,4488;69
"677";"débloquer";"Barbara Pompili";3,4482;10
"678";"écran";"Barbara Pompili";3,4482;10
"679";"égyptien";"Barbara Pompili";3,4482;10
"680";"excessif";"Barbara Pompili";3,4482;10
"681";"travailler";"François de Rugy";3,4473;103
"682";"académique";"Barbara Pompili";3,4412;17
"683";"béton";"Barbara Pompili";3,4412;17
"684";"immeuble";"Barbara Pompili";3,4412;17
"685";"avis";"Élisabeth Borne";3,4405;41
"686";"chairman";"Élisabeth Borne";3,4358;5
"687";"taquet";"Élisabeth Borne";3,4358;5
"688";"aller";"Barbara Pompili";3,4316;457
"689";"vérifier";"Nicolas Hulot";3,4315;28
"690";"insecticide";"Élisabeth Borne";3,4257;7
"691";"aspect";"Élisabeth Borne";3,4185;23
"692";"remercier";"Élisabeth Borne";3,418;63
"693";"atmosphérique";"François de Rugy";3,4141;25
"694";"déjeuner";"François de Rugy";3,41;40
"695";"prototype";"Barbara Pompili";3,404;13
"696";"rentabilité";"Barbara Pompili";3,404;13
"697";"fédération";"Barbara Pompili";3,3987;97
"698";"gestion";"François de Rugy";3,3952;163
"699";"polluant";"Barbara Pompili";3,3949;67
"700";"expliquer";"Nicolas Hulot";3,3876;15
"701";"nombre";"Barbara Pompili";3,3858;150
"702";"obligatoire";"Barbara Pompili";3,3843;145
"703";"combat";"Élisabeth Borne";3,3802;29
"704";"bleu";"Nicolas Hulot";3,38;35
"705";"réunion";"Nicolas Hulot";3,3792;193
"706";"autonome";"Nicolas Hulot";3,377;50
"707";"place";"Barbara Pompili";3,3707;565
"708";"mâle";"François de Rugy";3,3707;6
"709";"yoyo";"François de Rugy";3,3707;6
"710";"allemand";"François de Rugy";3,3679;42
"711";"syndicat";"François de Rugy";3,3679;42
"712";"amélioration";"Nicolas Hulot";3,3634;26
"713";"thermique";"Barbara Pompili";3,3629;66
"714";"alliance";"Nicolas Hulot";3,3622;16
"715";"azur";"Élisabeth Borne";3,3621;6
"716";"pouilly";"Élisabeth Borne";3,3621;6
"717";"retraite";"Élisabeth Borne";3,3421;12
"718";"nord";"Nicolas Hulot";3,3394;77
"719";"croissance";"Nicolas Hulot";3,3393;64
"720";"organiser";"Nicolas Hulot";3,3393;107
"721";"faiblesse";"Nicolas Hulot";3,3389;8
"722";"gendarme";"Nicolas Hulot";3,3389;8
"723";"hydrographique";"Nicolas Hulot";3,3389;8
"724";"meeting";"Nicolas Hulot";3,3389;8
"725";"théâtre";"Nicolas Hulot";3,3389;8
"726";"compléter";"Barbara Pompili";3,3386;69
"727";"coordinateur";"François de Rugy";3,3366;9
"728";"naufrage";"François de Rugy";3,3366;9
"729";"grand";"François de Rugy";3,3352;465
"730";"accomplir";"François de Rugy";3,3344;16
"731";"précarité";"Barbara Pompili";3,3256;41
"732";"captage";"Élisabeth Borne";3,3248;9
"733";"planifier";"Nicolas Hulot";3,3212;12
"734";"dispositif";"Barbara Pompili";3,3173;381
"735";"viabilité";"François de Rugy";3,3169;14
"736";"légume";"Barbara Pompili";3,3115;20
"737";"new";"Nicolas Hulot";3,3106;28
"738";"mardi";"François de Rugy";3,3057;79
"739";"délégation";"Barbara Pompili";3,3048;56
"740";"redevance";"Élisabeth Borne";3,3009;14
"741";"quitter";"Élisabeth Borne";3,2978;50
"742";"tri";"Élisabeth Borne";3,2978;50
"743";"annonciateur";"Nicolas Hulot";3,2969;5
"744";"bâillement";"Nicolas Hulot";3,2969;5
"745";"baume";"Nicolas Hulot";3,2969;5
"746";"endettement";"Nicolas Hulot";3,2969;5
"747";"hydrater";"Nicolas Hulot";3,2969;5
"748";"macaron";"Nicolas Hulot";3,2969;5
"749";"nuque";"Nicolas Hulot";3,2969;5
"750";"ortolan";"Nicolas Hulot";3,2969;5
"751";"paupière";"Nicolas Hulot";3,2969;5
"752";"picotement";"Nicolas Hulot";3,2969;5
"753";"raideur";"Nicolas Hulot";3,2969;5
"754";"sol";"Barbara Pompili";3,2957;119
"755";"société";"Nicolas Hulot";3,2949;148
"756";"vieux";"Barbara Pompili";3,2937;30
"757";"humide";"Barbara Pompili";3,2923;51
"758";"faveur";"Barbara Pompili";3,29;222
"759";"route";"Nicolas Hulot";3,2896;239
"760";"cycliste";"Barbara Pompili";3,2889;21
"761";"perturbateur";"Élisabeth Borne";3,2873;23
"762";"virtuel";"Barbara Pompili";3,2839;14
"763";"télécharger";"Élisabeth Borne";3,2835;20
"764";"étudiant";"Barbara Pompili";3,282;29
"765";"polluer";"Barbara Pompili";3,2722;28
"766";"coopérative";"Nicolas Hulot";3,2656;10
"767";"décerner";"Nicolas Hulot";3,2656;10
"768";"guichet";"Barbara Pompili";3,2634;23
"769";"plafond";"Barbara Pompili";3,2634;23
"770";"police";"François de Rugy";3,2625;19
"771";"copropriété";"Barbara Pompili";3,2595;26
"772";"limité";"Barbara Pompili";3,2583;24
"773";"relation";"François de Rugy";3,2543;51
"774";"signer";"François de Rugy";3,2538;116
"775";"classement";"Nicolas Hulot";3,2527;13
"776";"julien";"Élisabeth Borne";3,2447;35
"777";"orageux";"Nicolas Hulot";3,2439;7
"778";"tenter";"Nicolas Hulot";3,2439;7
"779";"géographique";"Nicolas Hulot";3,2233;21
"780";"louer";"Barbara Pompili";3,2099;11
"781";"minéral";"Barbara Pompili";3,2099;11
"782";"claude";"Nicolas Hulot";3,2097;14
"783";"desserte";"Nicolas Hulot";3,2067;31
"784";"arrière";"Nicolas Hulot";3,2016;6
"785";"condé";"Nicolas Hulot";3,2016;6
"786";"détacher";"Nicolas Hulot";3,2016;6
"787";"largeur";"Nicolas Hulot";3,2016;6
"788";"plafonnement";"Nicolas Hulot";3,2016;6
"789";"démarche";"François de Rugy";3,2012;148
"790";"différent";"Nicolas Hulot";3,2001;69
"791";"terminer";"Élisabeth Borne";3,1889;21
"792";"jeu";"Barbara Pompili";3,1837;35
"793";"vallée";"Nicolas Hulot";3,1827;39
"794";"mobiliser";"Élisabeth Borne";3,1825;194
"795";"unité";"Nicolas Hulot";3,1756;18
"796";"source";"Nicolas Hulot";3,166;67
"797";"procédé";"Barbara Pompili";3,1622;34
"798";"déterminé";"François de Rugy";3,1621;8
"799";"connectivité";"François de Rugy";3,1566;11
"800";"paille";"Élisabeth Borne";3,1515;8
"801";"rémunérer";"Élisabeth Borne";3,1515;8
"802";"ressortissant";"Élisabeth Borne";3,1515;8
"803";"comparable";"Nicolas Hulot";3,1481;11
"804";"loyal";"Nicolas Hulot";3,1481;11
"805";"val";"Élisabeth Borne";3,1464;44
"806";"inspecteur";"Élisabeth Borne";3,1432;11
"807";"organisateur";"François de Rugy";3,1366;15
"808";"volontariste";"Barbara Pompili";3,1358;16
"809";"accessible";"Barbara Pompili";3,1282;73
"810";"vert";"Nicolas Hulot";3,1273;185
"811";"rouge";"Nicolas Hulot";3,1257;48
"812";"cabotage";"François de Rugy";3,1159;13
"813";"deuxième";"François de Rugy";3,1046;54
"814";"automatiser";"Barbara Pompili";3,1027;31
"815";"village";"Barbara Pompili";3,1027;31
"816";"mission";"Nicolas Hulot";3,0965;139
"817";"possible";"Élisabeth Borne";3,0859;103
"818";"réparer";"Barbara Pompili";3,085;30
"819";"rénovation";"Élisabeth Borne";3,0829;211
"820";"conservation";"François de Rugy";3,0804;40
"821";"enregistrer";"Nicolas Hulot";3,0799;21
"822";"équilibré";"François de Rugy";3,0772;21
"823";"bureau";"Barbara Pompili";3,0766;53
"824";"bure";"Nicolas Hulot";3,0752;12
"825";"résulter";"Nicolas Hulot";3,0752;12
"826";"souhaiter";"Nicolas Hulot";3,0692;164
"827";"pesticide";"François de Rugy";3,0606;25
"828";"art";"Barbara Pompili";3,0587;12
"829";"résorption";"Barbara Pompili";3,0587;12
"830";"livrer";"Barbara Pompili";3,0579;18
"831";"souveraineté";"Barbara Pompili";3,0579;18
"832";"structurel";"Barbara Pompili";3,0579;18
"833";"fragile";"Barbara Pompili";3,0565;43
"834";"abonder";"Barbara Pompili";3,0562;9
"835";"attribution";"Barbara Pompili";3,0562;9
"836";"brésil";"Barbara Pompili";3,0562;9
"837";"export";"Barbara Pompili";3,0562;9
"838";"fonderie";"Barbara Pompili";3,0562;9
"839";"gésir";"Barbara Pompili";3,0562;9
"840";"visualiser";"Barbara Pompili";3,0562;9
"841";"mai";"Nicolas Hulot";3,0547;135
"842";"départemental";"Nicolas Hulot";3,0515;51
"843";"métal";"Barbara Pompili";3,0352;19
"844";"auvergne";"Nicolas Hulot";3,034;59
"845";"allemagne";"Nicolas Hulot";3,0328;19
"846";"égal";"Nicolas Hulot";3,0309;13
"847";"tronçon";"Nicolas Hulot";3,0309;13
"848";"illustrer";"Barbara Pompili";3,0202;20
"849";"support";"Barbara Pompili";3,019;25
"850";"abc";"Barbara Pompili";3,0178;7
"851";"anas";"Barbara Pompili";3,0178;7
"852";"appartement";"Barbara Pompili";3,0178;7
"853";"aurore";"Barbara Pompili";3,0178;7
"854";"bouclier";"Barbara Pompili";3,0178;7
"855";"cuisine";"Barbara Pompili";3,0178;7
"856";"électrolyse";"Barbara Pompili";3,0178;7
"857";"hêtre";"Barbara Pompili";3,0178;7
"858";"incompatible";"Barbara Pompili";3,0178;7
"859";"modulaire";"Barbara Pompili";3,0178;7
"860";"propulser";"Barbara Pompili";3,0178;7
"861";"tanière";"Barbara Pompili";3,0178;7
"862";"pierre";"Barbara Pompili";3,0176;91
"863";"vendredi";"Nicolas Hulot";3,0172;190
"864";"atlantique";"François de Rugy";3,017;39
"865";"manche";"Nicolas Hulot";3,0147;18
"866";"bilatéral";"Nicolas Hulot";3,0144;29
"867";"parvenir";"Élisabeth Borne";3,0038;34
"868";"social";"Nicolas Hulot";3,0036;321
"869";"sécurisation";"François de Rugy";3,002;24
"870";"collectivité";"Élisabeth Borne";2,998;294
"871";"concourant";"François de Rugy";2,9977;7
"872";"revoir";"Nicolas Hulot";2,9951;15
"873";"améliorer";"Nicolas Hulot";2,9895;101
"874";"lingette";"Élisabeth Borne";2,9883;7
"875";"participation";"François de Rugy";2,9856;51
"876";"discuter";"Élisabeth Borne";2,9845;22
"877";"min";"Élisabeth Borne";2,979;16
"878";"campagne";"Élisabeth Borne";2,9721;72
"879";"région";"Élisabeth Borne";2,9703;239
"880";"suivre";"Élisabeth Borne";2,9683;148
"881";"procédure";"Barbara Pompili";2,966;95
"882";"entretien";"François de Rugy";2,9528;70
"883";"dégradation";"François de Rugy";2,9437;23
"884";"coopération";"Nicolas Hulot";2,9414;61
"885";"civil";"Nicolas Hulot";2,9396;66
"886";"solliciter";"François de Rugy";2,9381;14
"887";"supérieur";"Barbara Pompili";2,9327;125
"888";"pression";"Nicolas Hulot";2,9211;24
"889";"centrer";"François de Rugy";2,9204;13
"890";"dialogue";"Nicolas Hulot";2,9194;82
"891";"équipement";"Barbara Pompili";2,9173;56
"892";"bilan";"Barbara Pompili";2,9165;85
"893";"porte";"François de Rugy";2,9055;79
"894";"gant";"Élisabeth Borne";2,9;12
"895";"reporter";"Élisabeth Borne";2,9;12
"896";"boisson";"Nicolas Hulot";2,8969;11
"897";"influence";"Nicolas Hulot";2,8969;11
"898";"témoin";"Nicolas Hulot";2,8969;11
"899";"commencer";"Élisabeth Borne";2,8965;40
"900";"protéger";"Barbara Pompili";2,8949;242
"901";"borne";"Nicolas Hulot";2,8942;231
"902";"neutralité";"Élisabeth Borne";2,8907;64
"903";"collectivité";"François de Rugy";2,8898;292
"904";"abordable";"Barbara Pompili";2,8886;30
"905";"actuel";"Élisabeth Borne";2,8858;62
"906";"façon";"Élisabeth Borne";2,8846;52
"907";"espèce";"François de Rugy";2,8811;45
"908";"organisation";"François de Rugy";2,8793;75
"909";"parler";"Élisabeth Borne";2,8717;29
"910";"tertiaire";"Barbara Pompili";2,868;29
"911";"provoquer";"Nicolas Hulot";2,8623;18
"912";"fonder";"François de Rugy";2,8602;34
"913";"agir";"Élisabeth Borne";2,8559;69
"914";"apprentissage";"François de Rugy";2,852;6
"915";"pétition";"François de Rugy";2,852;6
"916";"diversifier";"Barbara Pompili";2,8484;28
"917";"bâtiment";"Barbara Pompili";2,8475;280
"918";"emplacement";"Barbara Pompili";2,8475;10
"919";"maternel";"Barbara Pompili";2,8475;10
"920";"viande";"Barbara Pompili";2,8475;10
"921";"formel";"Élisabeth Borne";2,8437;6
"922";"soulager";"Élisabeth Borne";2,8437;6
"923";"survol";"Élisabeth Borne";2,8437;6
"924";"réel";"Nicolas Hulot";2,8435;51
"925";"achat";"Barbara Pompili";2,8367;15
"926";"barème";"Barbara Pompili";2,8367;15
"927";"communication";"Barbara Pompili";2,8336;219
"928";"creuser";"François de Rugy";2,8333;8
"929";"joindre";"François de Rugy";2,8333;8
"930";"gratuit";"Barbara Pompili";2,8301;27
"931";"heureux";"Barbara Pompili";2,8301;27
"932";"agent";"Élisabeth Borne";2,8288;81
"933";"logistique";"Élisabeth Borne";2,8288;81
"934";"normal";"Élisabeth Borne";2,8248;19
"935";"regagner";"Élisabeth Borne";2,8248;19
"936";"haut";"Nicolas Hulot";2,8236;187
"937";"parisien";"Nicolas Hulot";2,8213;27
"938";"accélérer";"Barbara Pompili";2,8206;154
"939";"protecteur";"Nicolas Hulot";2,818;15
"940";"conventionnel";"Nicolas Hulot";2,8169;14
"941";"leadership";"Nicolas Hulot";2,8169;14
"942";"franc";"Barbara Pompili";2,8164;40
"943";"recycler";"Barbara Pompili";2,8159;79
"944";"combler";"Nicolas Hulot";2,8127;7
"945";"glissant";"Nicolas Hulot";2,8127;7
"946";"signalétique";"Nicolas Hulot";2,8127;7
"947";"système";"Nicolas Hulot";2,8119;121
"948";"mobilisation";"François de Rugy";2,8105;137
"949";"spécial";"Élisabeth Borne";2,8098;23
"950";"plage";"Élisabeth Borne";2,8092;28
"951";"maintenance";"Élisabeth Borne";2,8089;21
"952";"briser";"Nicolas Hulot";2,8032;9
"953";"contournement";"Nicolas Hulot";2,8032;9
"954";"glace";"Nicolas Hulot";2,8032;9
"955";"prodiguer";"Nicolas Hulot";2,8032;9
"956";"fonctionnement";"Élisabeth Borne";2,8028;42
"957";"loger";"Barbara Pompili";2,8025;16
"958";"collège";"François de Rugy";2,8017;15
"959";"proposer";"Barbara Pompili";2,8009;276
"960";"candidature";"François de Rugy";2,7996;57
"961";"fluvial";"Barbara Pompili";2,7994;63
"962";"lourd";"Barbara Pompili";2,7994;63
"963";"accélération";"Barbara Pompili";2,7977;25
"964";"océan";"François de Rugy";2,796;51
"965";"protéger";"Élisabeth Borne";2,7953;144
"966";"revanche";"Élisabeth Borne";2,7859;15
"967";"complémentaire";"Nicolas Hulot";2,7851;47
"968";"rentrer";"Élisabeth Borne";2,7821;26
"969";"demandeur";"Barbara Pompili";2,7796;17
"970";"élevage";"Barbara Pompili";2,7796;17
"971";"recette";"Barbara Pompili";2,7728;23
"972";"concourir";"Barbara Pompili";2,758;21
"973";"avance";"Barbara Pompili";2,7578;19
"974";"déforestation";"Barbara Pompili";2,7575;65
"975";"déclin";"Barbara Pompili";2,7557;20
"976";"boulette";"François de Rugy";2,7546;4
"977";"flottille";"François de Rugy";2,7546;4
"978";"intérim";"François de Rugy";2,7546;4
"979";"sexe";"François de Rugy";2,7546;4
"980";"subsistance";"François de Rugy";2,7546;4
"981";"vouer";"François de Rugy";2,7546;4
"982";"fioul";"Barbara Pompili";2,7543;51
"983";"gras";"François de Rugy";2,7539;9
"984";"japon";"François de Rugy";2,7539;9
"985";"faux";"Élisabeth Borne";2,7522;14
"986";"aérien";"Élisabeth Borne";2,7496;93
"987";"cerisier";"Élisabeth Borne";2,7487;4
"988";"désinfection";"Élisabeth Borne";2,7487;4
"989";"monbazillac";"Élisabeth Borne";2,7487;4
"990";"ouche";"Élisabeth Borne";2,7487;4
"991";"fiscalité";"Nicolas Hulot";2,7468;19
"992";"altesse";"François de Rugy";2,7464;5
"993";"badge";"François de Rugy";2,7464;5
"994";"celtique";"François de Rugy";2,7464;5
"995";"lâcher";"François de Rugy";2,7464;5
"996";"tolérance";"Élisabeth Borne";2,7428;9
"997";"traitant";"Élisabeth Borne";2,7428;9
"998";"allongement";"Élisabeth Borne";2,7393;5
